Date,Carsten,Yakunai,Nanu
25/189,11.2,11.2,17.5
26/189,13.4,13.4,20.2
27/189,14.6,14.6,20.0
28/189,15.7,15.7,23.0
01/190,16.3,16.3,24.0
02/190,19.3,19.3,26.0
03/190,20.4,20.4,27.2
04/190,23.9,23.9,30.7
05/190,24.2,24.2,32.8
06/190,26.4,26.4,34.3
07/190,26.3,26.3,35.4
08/190,28.9,28.9,34.1
09/190,27.1,27.1,33.4
10/190,25.1,25.1,31.4
11/190,20.7,20.7,31.5
12/190,19.5,19.5,30.9
13/190,18.8,18.8,31.6
14/190,15.8,15.8,29.3
15/190,16.1,16.1,27.3
16/190,15.1,15.1,24.7
17/190,13.0,13.0,24.2
18/190,10.8,10.8,21.2
19/190,10.3,10.3,19.0
20/190,6.7,6.7,19.0
21/190,5.4,5.4,17.2
22/190,6.1,6.1,17.3
23/190,5.5,5.5,15.6
24/190,8.1,8.1,16.1
25/190,11.0,11.0,18.4
26/190,13.4,13.4,19.0
27/190,13.6,13.6,19.9
28/190,14.7,14.7,20.4
01/191,17.8,17.8,21.4
02/191,17.7,17.7,24.0
03/191,16.8,16.8,24.0
04/191,20.3,20.3,25.3
05/191,24.1,24.1,25.7
06/191,29.6,29.6,26.3
07/191,26.5,26.5,27.2
08/191,28.2,28.2,27.4
09/191,27.4,27.4,27.4
10/191,26.1,26.1,25.3
11/191,23.6,23.6,24.1
12/191,20.8,20.8,24.0
13/191,17.9,17.9,23.1
14/191,15.7,15.7,22.7
15/191,15.9,15.9,19.7
16/191,14.0,14.0,19.8
17/191,12.5,12.5,21.7
18/191,10.8,10.8,21.3
19/191,8.1,8.1,22.8
20/191,6.2,6.2,21.4
21/191,3.0,3.0,20.0
22/191,2.9,2.9,20.1
23/191,2.7,2.7,18.1
24/191,2.1,2.1,17.4
25/191,3.5,3.5,19.3
26/191,5.1,5.1,22.7
27/191,8.4,8.4,22.0
28/191,13.3,13.3,22.9
01/192,16.9,16.9,25.9
02/192,18.9,18.9,26.0
03/192,20.7,20.7,25.5
04/192,21.2,21.2,26.3
05/192,24.1,24.1,26.8
06/192,23.6,23.6,28.1
07/192,23.1,23.1,29.6
08/192,25.1,25.1,29.9
09/192,23.4,23.4,29.5
10/192,21.3,21.3,29.4
11/192,21.4,21.4,26.0
12/192,18.2,18.2,25.8
13/192,21.1,21.1,22.6
14/192,20.1,20.1,20.3
15/192,20.8,20.8,19.1
16/192,17.4,17.4,17.6
17/192,17.0,17.0,16.9
18/192,12.3,12.3,15.5
19/192,10.7,10.7,16.0
20/192,7.6,7.6,16.5
21/192,5.7,5.7,16.5
22/192,5.1,5.1,15.2
23/192,7.2,7.2,16.6
24/192,6.8,6.8,17.2
25/192,8.9,8.9,17.2
26/192,11.4,11.4,17.6
27/192,15.8,15.8,19.7
28/192,18.0,18.0,20.7
01/193,21.5,21.5,21.3
02/193,22.4,22.4,23.5
03/193,24.9,24.9,25.9
04/193,26.4,26.4,27.9
05/193,28.1,28.1,29.4
06/193,28.1,28.1,29.0
07/193,29.7,29.7,29.9
08/193,30.9,30.9,31.4
09/193,30.7,30.7,30.9
10/193,27.6,27.6,31.6
11/193,23.8,23.8,31.6
12/193,21.7,21.7,30.9
13/193,21.4,21.4,28.8
14/193,22.1,22.1,29.3
15/193,19.9,19.9,28.9
16/193,19.1,19.1,27.6
17/193,17.9,17.9,26.4
18/193,16.9,16.9,26.0
19/193,15.5,15.5,25.1
20/193,13.7,13.7,23.7
21/193,12.3,12.3,22.4
22/193,10.9,10.9,23.4
23/193,15.6,15.6,22.7
24/193,15.3,15.3,23.4
25/193,15.5,15.5,23.0
26/193,17.2,17.2,23.5
27/193,19.0,19.0,25.3
28/193,18.3,18.3,25.1
01/194,20.5,20.5,27.1
02/194,22.0,22.0,27.4
03/194,22.4,22.4,28.1
04/194,23.4,23.4,28.3
05/194,24.7,24.7,28.3
06/194,24.5,24.5,28.9
07/194,24.6,24.6,29.4
08/194,26.5,26.5,28.9
09/194,27.1,27.1,28.8
10/194,25.8,25.8,26.7
11/194,24.0,24.0,26.5
12/194,20.2,20.2,25.4
13/194,17.5,17.5,27.0
14/194,17.9,17.9,24.7
15/194,17.9,17.9,24.7
16/194,16.6,16.6,24.0
17/194,16.4,16.4,23.5
18/194,13.7,13.7,22.6
19/194,11.5,11.5,23.0
20/194,10.2,10.2,21.7
21/194,7.5,7.5,21.7
22/194,7.4,7.4,20.8
23/194,7.6,7.6,23.7
24/194,9.2,9.2,23.6
25/194,13.0,13.0,25.0
26/194,12.8,12.8,25.6
27/194,16.4,16.4,27.0
28/194,16.0,16.0,27.6
01/195,17.7,17.7,29.0
02/195,19.5,19.5,30.9
03/195,22.8,22.8,31.8
04/195,23.2,23.2,31.2
05/195,25.3,25.3,33.2
06/195,26.6,26.6,32.6
07/195,27.3,27.3,31.9
08/195,27.5,27.5,32.6
09/195,26.4,26.4,31.9
10/195,26.7,26.7,29.9
11/195,26.1,26.1,29.3
12/195,21.2,21.2,28.6
13/195,16.9,16.9,27.9
14/195,16.8,16.8,27.8
15/195,16.8,16.8,26.2
16/195,17.6,17.6,24.0
17/195,15.8,15.8,21.6
18/195,14.5,14.5,19.4
19/195,9.9,9.9,17.4
20/195,11.3,11.3,16.8
21/195,12.3,12.3,17.1
22/195,11.4,11.4,18.1
23/195,10.2,10.2,16.1
24/195,10.8,10.8,16.9
25/195,7.7,7.7,18.9
26/195,11.0,11.0,19.9
27/195,12.8,12.8,19.3
28/195,15.3,15.3,22.1
01/196,14.9,14.9,21.9
02/196,18.8,18.8,24.3
03/196,20.9,20.9,24.8
04/196,23.8,23.8,27.0
05/196,24.3,24.3,27.3
06/196,26.0,26.0,29.8
07/196,24.1,24.1,29.2
08/196,23.7,23.7,30.7
09/196,24.4,24.4,31.4
10/196,22.6,22.6,32.4
11/196,20.4,20.4,30.6
12/196,18.1,18.1,28.5
13/196,17.5,17.5,28.8
14/196,16.2,16.2,28.5
15/196,14.8,14.8,28.5
16/196,13.8,13.8,26.7
17/196,15.9,15.9,27.5
18/196,13.9,13.9,26.5
19/196,10.8,10.8,22.8
20/196,10.0,10.0,24.5
21/196,9.3,9.3,23.2
22/196,10.2,10.2,20.6
23/196,6.8,6.8,20.2
24/196,7.6,7.6,21.2
25/196,10.6,10.6,21.7
26/196,11.3,11.3,23.0
27/196,15.6,15.6,22.9
28/196,16.1,16.1,23.7
01/197,19.6,19.6,24.2
02/197,22.3,22.3,26.7
03/197,23.5,23.5,26.8
04/197,26.3,26.3,25.3
05/197,27.6,27.6,24.5
06/197,29.6,29.6,27.1
07/197,28.5,28.5,28.7
08/197,26.9,26.9,26.6
09/197,23.6,23.6,26.4
10/197,22.3,22.3,26.4
11/197,23.1,23.1,24.2
12/197,18.7,18.7,24.6
13/197,18.1,18.1,25.9
14/197,15.7,15.7,25.0
15/197,15.7,15.7,23.5
16/197,16.0,16.0,21.4
17/197,14.8,14.8,21.7
18/197,15.2,15.2,22.1
19/197,15.6,15.6,20.3
20/197,14.2,14.2,19.5
21/197,10.7,10.7,18.7
22/197,8.9,8.9,20.1
23/197,8.2,8.2,19.1
24/197,8.2,8.2,18.8
25/197,11.8,11.8,21.0
26/197,13.0,13.0,23.4
27/197,16.6,16.6,25.5
28/197,20.9,20.9,27.1
01/198,20.5,20.5,27.3
02/198,21.8,21.8,28.7
03/198,22.8,22.8,29.5
04/198,27.2,27.2,32.4
05/198,28.7,28.7,35.8
06/198,29.2,29.2,36.8
07/198,30.6,30.6,34.8
08/198,31.5,31.5,34.2
09/198,32.0,32.0,35.3
10/198,30.8,30.8,32.5
11/198,27.5,27.5,30.7
12/198,24.9,24.9,29.4
13/198,25.4,25.4,29.4
14/198,22.8,22.8,28.1
15/198,19.4,19.4,27.2
16/198,19.1,19.1,25.2
17/198,18.8,18.8,22.9
18/198,16.8,16.8,22.3
19/198,12.6,12.6,21.5
20/198,9.1,9.1,19.7
21/198,9.9,9.9,18.3
22/198,9.1,9.1,18.2
23/198,9.3,9.3,17.2
24/198,10.2,10.2,18.5
25/198,11.4,11.4,22.2
26/198,13.3,13.3,22.1
27/198,15.3,15.3,21.5
28/198,17.2,17.2,23.2
01/199,18.2,18.2,23.2
02/199,22.7,22.7,25.2
03/199,24.7,24.7,24.7
04/199,25.9,25.9,24.8
05/199,27.5,27.5,27.9
06/199,29.7,29.7,28.6
07/199,31.8,31.8,28.4
08/199,29.5,29.5,29.7
09/199,29.1,29.1,31.4
10/199,27.2,27.2,30.0
11/199,23.4,23.4,31.5
12/199,20.3,20.3,29.8
13/199,22.0,22.0,29.9
14/199,18.9,18.9,28.0
15/199,21.9,21.9,28.8
16/199,20.0,20.0,28.2
17/199,19.7,19.7,26.5
18/199,16.2,16.2,27.5
19/199,14.4,14.4,27.2
20/199,12.2,12.2,26.0
21/199,10.0,10.0,24.3
22/199,7.9,7.9,23.0
23/199,6.7,6.7,22.2
24/199,6.1,6.1,23.3
25/199,7.1,7.1,25.3
26/199,10.2,10.2,25.9
27/199,14.3,14.3,25.0
28/199,18.9,18.9,27.3
01/200,19.2,19.2,28.7
02/200,20.4,20.4,28.4
03/200,21.8,21.8,28.4
04/200,21.3,21.3,29.2
05/200,24.3,24.3,28.1
06/200,27.3,27.3,29.5
07/200,29.0,29.0,28.8
08/200,28.6,28.6,28.1
09/200,27.2,27.2,26.8
10/200,26.9,26.9,27.1
11/200,25.9,25.9,24.6
12/200,21.2,21.2,23.8
13/200,18.7,18.7,23.0
14/200,17.0,17.0,22.0
15/200,14.5,14.5,22.2
16/200,14.3,14.3,21.1
17/200,15.0,15.0,20.2
18/200,11.8,11.8,17.1
19/200,11.5,11.5,16.7
20/200,7.5,7.5,16.7
21/200,7.6,7.6,16.3
22/200,4.2,4.2,18.4
23/200,5.4,5.4,16.7
24/200,4.7,4.7,16.7
25/200,6.6,6.6,16.7
26/200,10.9,10.9,18.9
27/200,12.4,12.4,20.2
28/200,14.6,14.6,20.3
01/201,18.9,18.9,22.9
02/201,19.2,19.2,26.0
03/201,20.5,20.5,29.1
04/201,23.4,23.4,28.7
05/201,24.3,24.3,27.7
06/201,25.9,25.9,30.4
07/201,27.5,27.5,31.5
08/201,26.3,26.3,31.9
09/201,27.0,27.0,31.4
10/201,27.4,27.4,31.5
11/201,25.2,25.2,29.9
12/201,21.9,21.9,29.6
13/201,16.9,16.9,26.0
14/201,16.2,16.2,25.7
15/201,16.1,16.1,23.0
16/201,15.2,15.2,23.0
17/201,14.9,14.9,21.5
18/201,10.9,10.9,20.7
19/201,7.9,7.9,20.0
20/201,5.8,5.8,17.6
21/201,4.0,4.0,17.5
22/201,8.1,8.1,15.9
23/201,4.7,4.7,15.5
24/201,6.5,6.5,15.6
25/201,8.3,8.3,16.1
26/201,8.8,8.8,18.6
27/201,14.8,14.8,18.2
28/201,16.5,16.5,19.3
01/202,18.0,18.0,21.5
02/202,18.8,18.8,21.8
03/202,20.2,20.2,22.1
04/202,22.3,22.3,22.5
05/202,26.3,26.3,23.9
06/202,29.4,29.4,25.3
07/202,28.2,28.2,25.3
08/202,30.9,30.9,26.3
09/202,28.9,28.9,25.5
10/202,28.3,28.3,25.3
11/202,21.9,21.9,23.4
12/202,19.0,19.0,23.1
13/202,19.2,19.2,23.1
14/202,19.9,19.9,22.9
15/202,16.7,16.7,20.7
16/202,16.1,16.1,23.1
17/202,14.2,14.2,23.6
18/202,14.3,14.3,22.0
19/202,12.2,12.2,22.1
20/202,10.4,10.4,22.3
21/202,8.3,8.3,21.8
22/202,7.3,7.3,21.4
23/202,8.8,8.8,21.9
24/202,10.0,10.0,22.8
25/202,12.6,12.6,23.6
26/202,13.5,13.5,24.2
27/202,15.3,15.3,25.6
28/202,15.9,15.9,26.9
01/203,15.6,15.6,27.5
02/203,20.5,20.5,28.1
03/203,24.9,24.9,27.5
04/203,24.5,24.5,30.7
05/203,27.4,27.4,31.3
06/203,29.0,29.0,30.5
07/203,26.8,26.8,30.4
08/203,28.7,28.7,30.1
09/203,31.9,31.9,30.9
10/203,28.9,28.9,31.0
11/203,28.1,28.1,29.2
12/203,23.3,23.3,26.9
13/203,19.0,19.0,26.7
14/203,20.6,20.6,25.0
15/203,17.6,17.6,24.8
16/203,13.8,13.8,24.2
17/203,15.3,15.3,21.0
18/203,13.4,13.4,21.1
19/203,11.2,11.2,20.0
20/203,10.4,10.4,18.6
21/203,10.4,10.4,19.2
22/203,10.8,10.8,16.2
23/203,8.8,8.8,16.1
24/203,11.4,11.4,17.9
25/203,14.0,14.0,20.9
26/203,16.1,16.1,21.2
27/203,15.6,15.6,21.4
28/203,17.8,17.8,22.3
01/204,17.8,17.8,25.8
02/204,20.3,20.3,27.2
03/204,24.1,24.1,27.9
04/204,24.5,24.5,29.6
05/204,25.2,25.2,32.1
06/204,27.0,27.0,32.5
07/204,28.3,28.3,33.6
08/204,30.9,30.9,33.9
09/204,31.6,31.6,33.8
10/204,30.1,30.1,33.5
11/204,28.4,28.4,32.6
12/204,24.6,24.6,30.7
13/204,21.6,21.6,30.0
14/204,20.1,20.1,31.3
15/204,17.4,17.4,29.1
16/204,18.2,18.2,29.5
17/204,16.2,16.2,27.3
18/204,15.1,15.1,26.4
19/204,13.4,13.4,23.9
20/204,7.0,7.0,25.6
21/204,7.1,7.1,23.7
22/204,6.2,6.2,21.8
23/204,8.1,8.1,21.8
24/204,10.0,10.0,21.8
25/204,11.4,11.4,23.4
26/204,15.4,15.4,22.4
27/204,18.7,18.7,22.5
28/204,20.1,20.1,24.4
01/205,18.1,18.1,24.6
02/205,20.9,20.9,25.1
03/205,21.8,21.8,27.0
04/205,24.7,24.7,27.4
05/205,26.8,26.8,25.6
06/205,30.2,30.2,24.8
07/205,30.9,30.9,26.2
08/205,31.9,31.9,28.0
09/205,30.6,30.6,27.6
10/205,28.8,28.8,27.4
11/205,24.4,24.4,27.0
12/205,22.8,22.8,25.8
13/205,24.2,24.2,25.0
14/205,21.7,21.7,25.1
15/205,19.7,19.7,22.9
16/205,17.2,17.2,22.4
17/205,16.5,16.5,20.3
18/205,17.1,17.1,19.1
19/205,13.7,13.7,19.1
20/205,10.6,10.6,18.6
21/205,8.5,8.5,19.7
22/205,8.0,8.0,20.9
23/205,5.7,5.7,21.9
24/205,8.1,8.1,22.4
25/205,9.6,9.6,23.0
26/205,11.4,11.4,24.3
27/205,16.0,16.0,25.8
28/205,15.7,15.7,27.4
01/206,17.7,17.7,28.2
02/206,17.0,17.0,30.0
03/206,18.6,18.6,29.9
04/206,21.7,21.7,31.3
05/206,25.2,25.2,32.6
06/206,25.1,25.1,32.1
07/206,29.8,29.8,32.5
08/206,28.6,28.6,33.0
09/206,29.9,29.9,30.6
10/206,24.1,24.1,30.2
11/206,20.1,20.1,29.7
12/206,17.3,17.3,28.5
13/206,18.0,18.0,26.7
14/206,19.4,19.4,26.6
15/206,20.6,20.6,23.0
16/206,17.2,17.2,22.7
17/206,18.5,18.5,20.4
18/206,14.8,14.8,18.6
19/206,13.5,13.5,18.5
20/206,12.5,12.5,18.7
21/206,11.4,11.4,18.1
22/206,9.4,9.4,18.0
23/206,9.0,9.0,20.5
24/206,10.4,10.4,20.9
25/206,11.5,11.5,19.1
26/206,14.1,14.1,18.8
27/206,12.4,12.4,19.6
28/206,12.2,12.2,22.3
01/207,15.8,15.8,21.8
02/207,16.3,16.3,23.6
03/207,20.2,20.2,25.6
04/207,20.9,20.9,25.6
05/207,24.2,24.2,27.6
06/207,25.5,25.5,30.1
07/207,26.6,26.6,30.1
08/207,26.7,26.7,31.6
09/207,25.8,25.8,30.2
10/207,23.5,23.5,27.0
11/207,20.8,20.8,29.9
12/207,17.0,17.0,31.1
13/207,17.9,17.9,30.9
14/207,18.1,18.1,30.8
15/207,16.7,16.7,28.3
16/207,15.9,15.9,26.0
17/207,14.5,14.5,25.7
18/207,12.8,12.8,24.9
19/207,10.3,10.3,23.6
20/207,8.5,8.5,23.2
21/207,9.1,9.1,20.9
22/207,7.6,7.6,21.5
23/207,8.9,8.9,21.8
24/207,11.8,11.8,21.6
25/207,15.7,15.7,22.3
26/207,16.2,16.2,24.1
27/207,17.0,17.0,26.4
28/207,19.5,19.5,26.5
01/208,20.9,20.9,25.7
02/208,23.7,23.7,24.6
03/208,25.4,25.4,28.6
04/208,25.2,25.2,28.1
05/208,28.9,28.9,28.7
06/208,31.3,31.3,28.8
07/208,29.4,29.4,31.8
08/208,27.9,27.9,32.1
09/208,27.9,27.9,31.7
10/208,25.9,25.9,31.2
11/208,26.2,26.2,28.5
12/208,22.0,22.0,27.1
13/208,20.5,20.5,25.3
14/208,17.6,17.6,24.9
15/208,20.2,20.2,23.8
16/208,18.6,18.6,22.3
17/208,16.4,16.4,23.5
18/208,13.3,13.3,22.7
19/208,11.7,11.7,24.4
20/208,11.6,11.6,22.0
21/208,9.8,9.8,20.3
22/208,8.7,8.7,22.3
23/208,8.8,8.8,22.8
24/208,9.9,9.9,23.3
25/208,12.6,12.6,23.4
26/208,14.3,14.3,25.2
27/208,15.4,15.4,25.8
28/208,16.9,16.9,27.4
01/209,20.9,20.9,28.7
02/209,22.6,22.6,30.7
03/209,24.4,24.4,31.8
04/209,23.8,23.8,32.8
05/209,26.1,26.1,35.2
06/209,28.3,28.3,36.7
07/209,27.5,27.5,35.6
08/209,29.2,29.2,33.6
09/209,29.9,29.9,33.7
10/209,27.6,27.6,35.1
11/209,22.7,22.7,33.1
12/209,23.0,23.0,31.3
13/209,19.6,19.6,30.6
14/209,15.6,15.6,30.5
15/209,16.8,16.8,27.3
16/209,18.4,18.4,25.3
17/209,17.6,17.6,24.1
18/209,15.5,15.5,24.4
19/209,11.3,11.3,22.7
20/209,11.3,11.3,21.2
21/209,9.5,9.5,17.3
22/209,8.1,8.1,16.3
23/209,12.6,12.6,16.4
24/209,13.7,13.7,18.7
25/209,14.2,14.2,19.9
26/209,14.6,14.6,19.3
27/209,18.6,18.6,21.2
28/209,15.6,15.6,22.5
01/210,16.9,16.9,22.6
02/210,19.2,19.2,23.7
03/210,22.2,22.2,25.3
04/210,26.1,26.1,26.1
05/210,27.3,27.3,28.0
06/210,28.3,28.3,27.7
07/210,28.3,28.3,31.0
08/210,28.3,28.3,29.6
09/210,24.9,24.9,28.8
10/210,24.3,24.3,28.5
11/210,22.7,22.7,27.9
12/210,19.5,19.5,29.1
13/210,15.3,15.3,28.6
14/210,14.3,14.3,26.8
15/210,14.1,14.1,24.5
16/210,14.1,14.1,23.1
17/210,12.4,12.4,23.5
18/210,13.5,13.5,20.8
19/210,9.7,9.7,20.6
20/210,6.2,6.2,19.2
21/210,2.9,2.9,18.7
22/210,6.0,6.0,18.0
23/210,6.1,6.1,19.5
24/210,6.8,6.8,20.0
25/210,9.0,9.0,19.0
26/210,11.8,11.8,20.3
27/210,14.2,14.2,22.6
28/210,16.1,16.1,24.2
01/211,17.7,17.7,24.1
02/211,16.8,16.8,25.6
03/211,19.4,19.4,25.2
04/211,22.9,22.9,24.6
05/211,25.6,25.6,26.6
06/211,25.6,25.6,26.7
07/211,26.1,26.1,26.5
08/211,27.5,27.5,26.8
09/211,26.5,26.5,27.0
10/211,25.5,25.5,26.8
11/211,25.3,25.3,25.7
12/211,21.6,21.6,24.0
13/211,21.0,21.0,23.2
14/211,19.6,19.6,20.8
15/211,14.8,14.8,19.3
16/211,15.5,15.5,18.2
17/211,14.8,14.8,17.9
18/211,14.0,14.0,14.7
19/211,11.5,11.5,14.6
20/211,7.9,7.9,15.6
21/211,5.7,5.7,14.2
22/211,4.2,4.2,16.8
23/211,2.9,2.9,16.7
24/211,7.0,7.0,17.5
25/211,6.2,6.2,19.6
26/211,7.9,7.9,21.6
27/211,11.4,11.4,22.2
28/211,13.1,13.1,22.4
01/212,15.6,15.6,24.8
02/212,17.3,17.3,26.1
03/212,21.5,21.5,27.8
04/212,24.2,24.2,28.4
05/212,26.0,26.0,30.1
06/212,28.5,28.5,30.6
07/212,26.6,26.6,31.9
08/212,30.8,30.8,31.3
09/212,30.6,30.6,31.3
10/212,28.9,28.9,31.3
11/212,25.4,25.4,30.5
12/212,23.1,23.1,30.0
13/212,20.7,20.7,28.4
14/212,20.8,20.8,26.3
15/212,21.2,21.2,25.4
16/212,17.4,17.4,24.9
17/212,15.8,15.8,23.8
18/212,12.4,12.4,22.8
19/212,12.3,12.3,23.2
20/212,12.3,12.3,23.3
21/212,10.7,10.7,21.2
22/212,11.7,11.7,21.4
23/212,12.2,12.2,20.8
24/212,10.1,10.1,19.4
25/212,10.9,10.9,17.3
26/212,14.2,14.2,19.3
27/212,15.9,15.9,20.1
28/212,16.2,16.2,22.2
01/213,15.8,15.8,21.9
02/213,17.9,17.9,23.3
03/213,19.5,19.5,22.7
04/213,20.2,20.2,23.9
05/213,25.7,25.7,27.1
06/213,29.0,29.0,28.3
07/213,30.0,30.0,28.9
08/213,27.4,27.4,29.6
09/213,25.4,25.4,29.6
10/213,23.4,23.4,29.1
11/213,21.6,21.6,31.2
12/213,19.5,19.5,30.6
13/213,21.7,21.7,30.7
14/213,19.9,19.9,28.5
15/213,16.4,16.4,27.9
16/213,16.2,16.2,27.5
17/213,17.0,17.0,28.0
18/213,14.1,14.1,26.6
19/213,15.3,15.3,25.0
20/213,12.7,12.7,23.4
21/213,7.8,7.8,25.0
22/213,8.2,8.2,25.2
23/213,9.7,9.7,24.2
24/213,12.3,12.3,24.2
25/213,15.5,15.5,24.1
26/213,14.1,14.1,24.1
27/213,15.7,15.7,24.6
28/213,19.6,19.6,27.7
01/214,17.7,17.7,29.0
02/214,21.6,21.6,29.1
03/214,24.8,24.8,29.9
04/214,24.9,24.9,31.4
05/214,28.7,28.7,32.4
06/214,30.9,30.9,31.9
07/214,33.3,33.3,32.0
08/214,31.9,31.9,32.8
09/214,30.5,30.5,32.0
10/214,26.9,26.9,29.8
11/214,25.8,25.8,27.3
12/214,23.6,23.6,26.4
13/214,22.4,22.4,26.5
14/214,21.8,21.8,25.3
15/214,21.6,21.6,25.0
16/214,17.5,17.5,22.6
17/214,14.8,14.8,20.5
18/214,13.0,13.0,17.9
19/214,12.2,12.2,16.7
20/214,11.4,11.4,18.6
21/214,9.3,9.3,18.3
22/214,8.4,8.4,19.0
23/214,6.5,6.5,17.8
24/214,8.3,8.3,17.4
25/214,9.1,9.1,18.4
26/214,11.8,11.8,19.2
27/214,13.7,13.7,22.4
28/214,15.8,15.8,23.3
01/215,19.0,19.0,23.8
02/215,19.5,19.5,25.4
03/215,20.6,20.6,27.6
04/215,23.0,23.0,29.7
05/215,26.3,26.3,33.0
06/215,27.5,27.5,33.6
07/215,30.5,30.5,33.2
08/215,31.7,31.7,32.7
09/215,27.6,27.6,33.0
10/215,27.8,27.8,32.4
11/215,25.1,25.1,30.3
12/215,24.2,24.2,29.5
13/215,21.7,21.7,26.8
14/215,18.1,18.1,28.5
15/215,18.5,18.5,27.6
16/215,14.8,14.8,27.1
17/215,15.8,15.8,23.4
18/215,14.4,14.4,23.6
19/215,10.9,10.9,21.2
20/215,9.1,9.1,21.2
21/215,6.1,6.1,19.8
22/215,6.0,6.0,19.4
23/215,5.8,5.8,18.5
24/215,5.8,5.8,19.7
25/215,7.5,7.5,19.5
26/215,10.9,10.9,18.0
27/215,14.7,14.7,20.4
28/215,15.3,15.3,19.1
01/216,17.3,17.3,20.4
02/216,18.7,18.7,21.5
03/216,20.1,20.1,22.1
04/216,19.4,19.4,25.0
05/216,24.8,24.8,26.3
06/216,25.4,25.4,27.9
07/216,26.8,26.8,26.6
08/216,25.6,25.6,26.8
09/216,24.4,24.4,25.5
10/216,21.8,21.8,24.8
11/216,19.9,19.9,26.6
12/216,18.1,18.1,25.0
13/216,18.1,18.1,24.8
14/216,14.8,14.8,24.0
15/216,14.0,14.0,22.3
16/216,17.7,17.7,21.6
17/216,14.4,14.4,23.0
18/216,12.7,12.7,22.8
19/216,12.3,12.3,22.7
20/216,9.6,9.6,22.7
21/216,9.0,9.0,21.5
22/216,8.8,8.8,21.6
23/216,9.8,9.8,21.5
24/216,10.3,10.3,21.0
25/216,13.0,13.0,21.6
26/216,12.4,12.4,23.0
27/216,14.7,14.7,24.1
28/216,13.3,13.3,26.4
01/217,15.0,15.0,25.0
02/217,16.9,16.9,28.3
03/217,20.2,20.2,30.9
04/217,23.7,23.7,33.4
05/217,23.4,23.4,33.2
06/217,25.3,25.3,33.9
07/217,28.0,28.0,34.7
08/217,28.5,28.5,32.0
09/217,26.2,26.2,30.8
10/217,26.0,26.0,29.2
11/217,23.3,23.3,28.4
12/217,23.3,23.3,29.1
13/217,23.4,23.4,27.2
14/217,20.8,20.8,26.6
15/217,19.7,19.7,26.5
16/217,18.6,18.6,24.2
17/217,15.0,15.0,21.5
18/217,14.7,14.7,20.5
19/217,13.3,13.3,20.3
20/217,7.6,7.6,18.6
21/217,6.9,6.9,18.5
22/217,8.3,8.3,14.8
23/217,10.0,10.0,16.8
24/217,8.7,8.7,18.3
25/217,11.1,11.1,17.4
26/217,13.6,13.6,19.4
27/217,16.1,16.1,21.4
28/217,15.6,15.6,23.6
01/218,18.3,18.3,24.0
02/218,21.7,21.7,27.3
03/218,23.1,23.1,29.4
04/218,24.4,24.4,30.4
05/218,28.7,28.7,33.7
06/218,30.0,30.0,33.3
07/218,31.1,31.1,35.8
08/218,32.6,32.6,35.6
09/218,30.0,30.0,33.4
10/218,31.0,31.0,33.7
11/218,29.3,29.3,33.9
12/218,24.1,24.1,31.9
13/218,22.6,22.6,31.6
14/218,21.4,21.4,32.4
15/218,22.7,22.7,32.2
16/218,17.6,17.6,28.7
17/218,15.1,15.1,26.6
18/218,15.5,15.5,25.4
19/218,14.0,14.0,26.2
20/218,12.3,12.3,26.0
21/218,11.5,11.5,23.0
22/218,13.4,13.4,23.8
23/218,11.7,11.7,23.2
24/218,9.9,9.9,22.9
25/218,11.1,11.1,23.2
26/218,12.0,12.0,23.5
27/218,14.1,14.1,25.2
28/218,16.2,16.2,25.8
01/219,16.5,16.5,26.8
02/219,17.2,17.2,26.6
03/219,21.4,21.4,27.1
04/219,20.6,20.6,26.8
05/219,26.9,26.9,27.2
06/219,28.1,28.1,29.3
07/219,27.6,27.6,28.4
08/219,30.4,30.4,28.1
09/219,31.0,31.0,26.7
10/219,30.7,30.7,25.2
11/219,27.8,27.8,27.1
12/219,26.0,26.0,27.3
13/219,21.5,21.5,26.6
14/219,18.7,18.7,24.3
15/219,18.8,18.8,22.9
16/219,16.3,16.3,22.9
17/219,16.4,16.4,22.7
18/219,17.6,17.6,22.4
19/219,15.5,15.5,21.9
20/219,14.3,14.3,20.5
21/219,9.7,9.7,21.9
22/219,8.9,8.9,22.8
23/219,7.8,7.8,24.1
24/219,9.9,9.9,22.0
25/219,8.7,8.7,22.9
26/219,11.1,11.1,23.1
27/219,16.1,16.1,23.2
28/219,17.8,17.8,26.2
01/220,16.9,16.9,28.5
02/220,19.0,19.0,28.9
03/220,21.7,21.7,30.0
04/220,22.1,22.1,30.1
05/220,26.0,26.0,31.2
06/220,26.5,26.5,32.8
07/220,26.4,26.4,34.0
08/220,25.2,25.2,31.7
09/220,25.9,25.9,32.6
10/220,24.9,24.9,31.2
11/220,23.2,23.2,29.5
12/220,19.1,19.1,26.6
13/220,14.7,14.7,25.0
14/220,14.5,14.5,23.4
15/220,10.9,10.9,25.0
16/220,10.5,10.5,23.1
17/220,10.5,10.5,19.6
18/220,10.1,10.1,19.3
19/220,8.7,8.7,18.8
20/220,7.9,7.9,17.0
21/220,6.8,6.8,15.9
22/220,6.0,6.0,15.6
23/220,3.6,3.6,15.8
24/220,3.3,3.3,16.1
25/220,9.1,9.1,17.0
26/220,11.2,11.2,15.7
27/220,13.5,13.5,16.7
28/220,16.0,16.0,18.2
01/221,17.4,17.4,20.5
